"binary","filename","configuration","rate","time"
"old","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=1 len=1024 type='buffer' benchmarker='test-double-http'",15050,5.071845373
"old","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=4 len=1024 type='buffer' benchmarker='test-double-http'",14809,5.059835277
"old","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=4 len=1024 type='buffer' benchmarker='test-double-http'",15055,5.058998564
"old","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=4 len=1024 type='buffer' benchmarker='test-double-http'",14993,5.060104737
"old","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=4 len=1024 type='buffer' benchmarker='test-double-http'",13126,5.072692082
"old","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=1 len=102400 type='buffer' benchmarker='test-double-http'",8893,5.060498559
"old","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=1 len=102400 type='buffer' benchmarker='test-double-http'",9861,5.062985199
"old","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=1 len=102400 type='buffer' benchmarker='test-double-http'",9853,5.062451537
"old","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=1 len=102400 type='buffer' benchmarker='test-double-http'",10807,5.065579863
"old","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=4 len=102400 type='buffer' benchmarker='test-double-http'",10196,5.062791887
"old","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=4 len=102400 type='buffer' benchmarker='test-double-http'",8907,5.065021625
"old","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=4 len=102400 type='buffer' benchmarker='test-double-http'",8864,5.062397067
"old","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=4 len=102400 type='buffer' benchmarker='test-double-http'",9578,5.080080025
"new","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=1 len=4 type='bytes' benchmarker='test-double-http'",14143,5.058304012
"new","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=1 len=4 type='bytes' benchmarker='test-double-http'",13783,5.062927463
"new","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=1 len=4 type='bytes' benchmarker='test-double-http'",14195,5.061553471
"new","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=1 len=4 type='bytes' benchmarker='test-double-http'",13294,5.059359595
"new","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=4 len=4 type='bytes' benchmarker='test-double-http'",15303,5.059136972
"new","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=4 len=4 type='bytes' benchmarker='test-double-http'",16032,5.069825005
"new","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=4 len=4 type='bytes' benchmarker='test-double-http'",14286,5.058771562
"new","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=4 len=4 type='bytes' benchmarker='test-double-http'",15617,5.061083242
"new","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=1 len=1024 type='bytes' benchmarker='test-double-http'",14921,5.058677722
"new","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=1 len=1024 type='bytes' benchmarker='test-double-http'",15631,5.067151943
"new","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=1 len=1024 type='bytes' benchmarker='test-double-http'",15624,5.060034126
"new","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=1 len=1024 type='bytes' benchmarker='test-double-http'",16065,5.058423814
"new","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=4 len=1024 type='bytes' benchmarker='test-double-http'",15048,5.059701783
"new","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=4 len=1024 type='bytes' benchmarker='test-double-http'",15508,5.058656806
"new","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=4 len=1024 type='bytes' benchmarker='test-double-http'",14830,5.061955272
"new","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=4 len=1024 type='bytes' benchmarker='test-double-http'",15099,5.066735620
"new","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=1 len=102400 type='bytes' benchmarker='test-double-http'",8494,5.061695921
"new","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=1 len=102400 type='bytes' benchmarker='test-double-http'",9463,5.061281560
"new","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=1 len=102400 type='bytes' benchmarker='test-double-http'",9656,5.063404247
"new","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=1 len=102400 type='bytes' benchmarker='test-double-http'",8124,5.065524207
"new","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=4 len=102400 type='bytes' benchmarker='test-double-http'",8540,5.076806036
"new","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=4 len=102400 type='bytes' benchmarker='test-double-http'",10340,5.062089168
"new","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=4 len=102400 type='bytes' benchmarker='test-double-http'",9226,5.070565699
"new","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=4 len=102400 type='bytes' benchmarker='test-double-http'",9992,5.079311583
"new","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=1 len=4 type='buffer' benchmarker='test-double-http'",15517,5.066609013
"new","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=1 len=4 type='buffer' benchmarker='test-double-http'",15577,5.060261867
"new","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=1 len=4 type='buffer' benchmarker='test-double-http'",15056,5.061690206
"new","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=1 len=4 type='buffer' benchmarker='test-double-http'",15405,5.059322388
"new","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=4 len=4 type='buffer' benchmarker='test-double-http'",14873,5.059843321
"new","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=4 len=4 type='buffer' benchmarker='test-double-http'",15709,5.059613626
"new","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=4 len=4 type='buffer' benchmarker='test-double-http'",14708,5.061021127
"new","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=4 len=4 type='buffer' benchmarker='test-double-http'",15014,5.063150734
"new","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=1 len=1024 type='buffer' benchmarker='test-double-http'",15655,5.060550007
"new","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=1 len=1024 type='buffer' benchmarker='test-double-http'",15234,5.061312711
"new","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=1 len=1024 type='buffer' benchmarker='test-double-http'",15639,5.058874086
"new","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=1 len=1024 type='buffer' benchmarker='test-double-http'",15296,5.059862164
"new","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=4 len=1024 type='buffer' benchmarker='test-double-http'",14605,5.061685635
"new","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=4 len=1024 type='buffer' benchmarker='test-double-http'",14844,5.059451756
"new","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=4 len=1024 type='buffer' benchmarker='test-double-http'",13588,5.065719524
"new","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=4 len=1024 type='buffer' benchmarker='test-double-http'",15013,5.059893607
"new","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=1 len=102400 type='buffer' benchmarker='test-double-http'",9282,5.061775997
"new","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=1 len=102400 type='buffer' benchmarker='test-double-http'",9502,5.059677244
"new","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=1 len=102400 type='buffer' benchmarker='test-double-http'",9113,5.060565393
"new","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=1 len=102400 type='buffer' benchmarker='test-double-http'",9559,5.061527523
"new","http/simple.js","duration=5 chunkedEnc=1 c=50 chunks=4 len=102400 type='buffer' benchmarker='test-double-http'",9048,5.059902148
"new","http/simple.js","duration=5 chunkedEnc=0 c=50 chunks=4 len=102400 type='buffer' benchmarker='test-double-http'",9489,5.061102014
"new","http/simple.js","duration=5 chunkedEnc=1 c=500 chunks=4 len=102400 type='buffer' benchmarker='test-double-http'",10400,5.066510265
"new","http/simple.js","duration=5 chunkedEnc=0 c=500 chunks=4 len=102400 type='buffer' benchmarker='test-double-http'",9533,5.073130648
"old","http/upgrade.js","n=5",293.575102999357,0.017031417
"old","http/upgrade.js","n=1000",1683.3019316724585,0.594070488
"new","http/upgrade.js","n=5",341.27950327177837,0.014650748
"new","http/upgrade.js","n=1000",1618.0381324535272,0.618032406
"old","http/upgrade.js","n=5",338.1535773165498,0.014786181
"old","http/upgrade.js","n=1000",1762.010909469402,0.567533376
"new","http/upgrade.js","n=5",344.0705361114414,0.014531904
"new","http/upgrade.js","n=1000",1733.5569166408184,0.576848669
